,woning,café / bar / restaurant,winkel,overig bedrijf,hogeschool / universiteit,dagverblijf,kantoor,(detail)handel / winkel,garage,beroepsonderwijs  (LBO / MBO),woning + winkel,opslag / distributie,atelier / werkruimte met woning,recreatie / sportcentrum,woning + café/bar/restaurant,praktijkruimte,missing,atelier / werkruimte,parkeergarage geëxploiteerd voor kortparkeren,bijzondere woonfunctie,overig cultureel,crèche / peuterspeelzaal,cafetaria / snackbar,kantoor in bedrijfsverzamelgebouw,kerk,horeca,cultuur,overig medisch,hotel / motel,dienstverlening openbaar nut,bedrijf,basisschool,praktijkruimte (tandarts / fysiotherapeut),geldautomaat / pinautomaat,sport / recreatie,wijk- / buurtcentrum,trafo,woning + kantoor,verpleegtehuis,benzinestation,woning + bedrijf (overig),showroom / werkplaats / garage,speeltuin,kantoor (hoofdcode),verblijf voor verstandelijk gehandicapten,onderwijs,algemeen voortgezet onderwijs  (MAVO / HAVO /,productie (fabriek),woning + showroom/ werkplaats/ garage,bar / dancing,gemaal,museum,medisch dagverblijf,medisch,ziekenhuis,woning + (detail)handel / winkel,begraafplaats,parkeerplaats in parkeergarage,busstation,woning + opslag/ distributie,woning + praktijkruimte,speciaal onderwijs,moskee,clubhuis,volkstuin,overig energie en water,groothandel,politiebureau,kiosk,agrarisch object,woning + agrarisch object,gezinsvervangend tehuis,overig sport en recreatie,woning + cafetaria/snackbar,toonzaal,woning + agrarische niet-woning (overig),crematorium,collectieve parkeerplaats bij woningen,overig horeca,verzorgings- / bejaardentehuis (complex),NS-station,brandweerkazerne,telefooncentrale,klooster,overig (detail)handel,overig gemeenschapsgebouw,stroomdistributiestation,woning + bedrijf,zwembad,sporthal / sportzaal / gymnastieklokaal,woning + productie (fabriek),gevangenis,bibliotheek,laboratorium,woning + bar/dancing,schouwburg / concertgebouw,bioscoop,woning + horeca (overig),transport,camping,woning + (detail)handel overig,woning + horeca,tuinbouwbedrijf (incl bloembollenteelt),woning + kantoor (hoofdcode),woning + toonzaal,woning + stoeterij / manege / paardenfokkerij,woning + tuinbouwbedrijf (incl bloembollentee,bordeel / relaxruimte,kinderboerderij,psychiatrisch ziekenhuis,tennisbaan,overig eredienst,expositiehal / evenementenhal,tbv landsverdediging,tuincentrum,(poli)kliniek,overige bijzondere woonfuncties,kleedgebouw / toiletten,stoeterij / manege / paardenfokkerij,bedrijfsboot,gasdistributiestation,woning + kantoor in bedrijfsverzamelgebouw,overig transport,gemeentewerken,parkeerplaats (niet dienstbaar aan wonen),sauna,pension / logiesgebouw,overige agrarische niet-woningen,reinwaterkelder,terrein,woning + kerk,aula,overig kantoor,gemeenschapsgebouw,eredienst,woning + intensieve veehouderij pluimvee,woning + hotel/motel,kantine,kapel,proefboerderij (zowel akkerbouw als veeteelt),woning + pension/logiesgebouw,euclidean_distance,cosine_distance
1101,0.0,0.01406563965170797,0.0971198928332217,0.08037508372404555,0.0,0.0,0.03884795713328868,0.003348961821835231,0.0,0.0,0.0,0.10984594775619558,0.0,0.0,0.0,0.0,0.03884795713328868,0.0006697923643670462,0.006028131279303416,0.0,0.0,0.0,0.0026791694574681848,0.449430676490288,0.0006697923643670462,0.0006697923643670462,0.0,0.0,0.007367716008037508,0.0006697923643670462,0.06028131279303416,0.0,0.0,0.0,0.0,0.0,0.0006697923643670462,0.0,0.0,0.0013395847287340924,0.0,0.016075016744809108,0.0,0.05492297387809779,0.0,0.0,0.0,0.0,0.0,0.0013395847287340924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006697923643670462,0.0,0.0,0.0,0.0006697923643670462,0.0,0.0,0.0,0.0,0.0006697923643670462,0.0,0.0026791694574681848,0.0,0.0,0.0,0.0006697923643670462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026791694574681848,0.0006697923643670462,0.0,0.0013395847287340924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006697923643670462,0.0,0.0,0.0006697923643670462,0.0,0.0,0.0,0.0013395847287340924,0.0,0.0,0.0,0.0,0.0013395847287340924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006697923643670462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7880432963681486,0.9333486686849772
1045,0.0,0.0,0.0,0.6529411764705882,0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.11176470588235295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.1411764705882353,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8629675644970578,0.8424256622001092
1104,0.9277395818717553,0.0012628034236003929,0.007436509050091203,0.0008418689490669286,0.0,0.0002806229830223095,0.004069033253823488,0.0016837378981338573,0.008418689490669286,0.0,0.0,0.0016837378981338573,0.00014031149151115475,0.00014031149151115475,0.0,0.0002806229830223095,0.035358495860811,0.0016837378981338573,0.0007015574575557738,0.00014031149151115475,0.0,0.0004209344745334643,0.0,0.0002806229830223095,0.0004209344745334643,0.00014031149151115475,0.000561245966044619,0.001122491932089238,0.0,0.0002806229830223095,0.0004209344745334643,0.0012628034236003929,0.0002806229830223095,0.00014031149151115475,0.00014031149151115475,0.00014031149151115475,0.001122491932089238,0.0,0.0,0.0,0.0,0.0,0.0,0.00014031149151115475,0.0,0.0,0.00014031149151115475,0.0,0.0,0.0,0.00014031149151115475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014031149151115475,0.00014031149151115475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004209344745334643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002806229830223095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5167836329368752,0.1571338431344249
1108,0.9653579676674365,0.0,0.0011547344110854503,0.0,0.0,0.0011547344110854503,0.0,0.0,0.0,0.0,0.0,0.005196304849884526,0.0011547344110854503,0.0,0.0,0.0017321016166281756,0.010392609699769052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017321016166281756,0.0,0.0005773672055427252,0.0011547344110854503,0.0,0.0017321016166281756,0.0,0.0,0.0005773672055427252,0.0,0.0,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0005773672055427252,0.0,0.0017321016166281756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0011547344110854503,0.0,0.0,0.0005773672055427252,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005773672055427252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5615500173222341,0.1721192105199344
1037,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7754453043269335,0.4091953059575596
1036,0.7471395881006865,0.0,0.0011441647597254005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2494279176201373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011441647597254005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011441647597254005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24785456164276107,0.04160924044413017
1106,0.9608032905879507,0.0012097749818533753,0.005806919912896201,0.00012097749818533752,0.0,0.0006048874909266877,0.0019356399709654004,0.0006048874909266877,0.0024195499637067507,0.00012097749818533752,0.0,0.0006048874909266877,0.0,0.00024195499637067505,0.0,0.0010887974836680378,0.015485119767723203,0.00024195499637067505,0.00012097749818533752,0.0,0.0,0.0006048874909266877,0.00012097749818533752,0.0,0.00036293249455601257,0.0,0.0004839099927413501,0.003024437454633438,0.0,0.0,0.00012097749818533752,0.0012097749818533753,0.0,0.0,0.0,0.00024195499637067505,0.00012097749818533752,0.0,0.0,0.00012097749818533752,0.0,0.0004839099927413501,0.0,0.00012097749818533752,0.0,0.0,0.00012097749818533752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012097749818533752,0.0,0.0,0.0,0.00012097749818533752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024195499637067505,0.0,0.00012097749818533752,0.0,0.0,0.00012097749818533752,0.0,0.0,0.0,0.0,0.0004839099927413501,0.0,0.0,0.00012097749818533752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012097749818533752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5548371986498125,0.16916857984495992
1107,0.9787504540501272,0.0009081002542680712,0.005630221576462042,0.00018162005085361425,0.0,0.0005448601525608427,0.003995641118779513,0.00018162005085361425,0.002361060661096985,0.0,0.0,0.000726480203414457,0.0,0.0,0.0,0.00018162005085361425,0.003087540864511442,0.00018162005085361425,0.0,0.0,0.0,0.0003632401017072285,0.00018162005085361425,0.0,0.0,0.0,0.00018162005085361425,0.0,0.0,0.0,0.0,0.000726480203414457,0.0,0.0,0.0,0.00018162005085361425,0.0,0.0,0.0,0.0,0.0,0.00018162005085361425,0.0,0.0003632401017072285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003632401017072285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003632401017072285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018162005085361425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018162005085361425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576429487888009,0.17633033910796436
1060,0.9710602473033412,0.0010523546435148646,0.007629571165482768,0.01078663509602736,0.0,0.0,0.001841620626151013,0.0,0.0,0.0,0.0,0.00026308866087871614,0.0,0.0,0.0,0.0013154433043935806,0.0007892659826361484,0.0,0.0,0.0,0.0,0.0007892659826361484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026308866087871614,0.0,0.0015785319652722968,0.0005261773217574323,0.00026308866087871614,0.0,0.00026308866087871614,0.0013154433043935806,0.0,0.0,0.0,0.00026308866087871614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5713938281061638,0.17705683906420244
1086,0.6974219810040706,0.0009045680687471732,0.008141112618724558,0.0,0.0,0.0013568521031207597,0.01854364540931705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22071460877431026,0.004070556309362279,0.0004522840343735866,0.0,0.0,0.003165988240615106,0.0,0.012211668928086838,0.0,0.0,0.0,0.0004522840343735866,0.0,0.0,0.002261420171867933,0.002261420171867933,0.002261420171867933,0.0,0.0,0.0009045680687471732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013568521031207597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022161917684305744,0.0,0.0,0.0,0.0,0.0,0.0009045680687471732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004522840343735866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22519952100794152,0.046228836162392595
